id	family	query	decl_type	decl_mult	sql	java_class	value	status	verdict
nb.divide3	null	t::D.all()->project(~[x:p|divide($p.iN->toOne(), 2, 2)])	Decimal	1	SELECT CAST(ROUND(((1.0 * t0.I_N) / 2), 2) AS DECIMAL(38, 2)) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.bitAnd	null	t::D.all()->project(~[x:p|bitAnd($p.iN->toOne(), 2)])	Integer	1	SELECT (t0.I_N & 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.bitOr	null	t::D.all()->project(~[x:p|bitOr($p.iN->toOne(), 2)])	Integer	1	SELECT (t0.I_N | 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.bitXor	null	t::D.all()->project(~[x:p|bitXor($p.iN->toOne(), 2)])	Integer	1	SELECT xor(t0.I_N, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.bitShiftLeft	null	t::D.all()->project(~[x:p|bitShiftLeft($p.iN->toOne(), 2)])	Integer	1	SELECT (CAST(t0.I_N AS BIGINT) << 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.bitShiftRight	null	t::D.all()->project(~[x:p|bitShiftRight($p.iN->toOne(), 2)])	Integer	1	SELECT (CAST(t0.I_N AS BIGINT) >> 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nb.round2	null	t::D.all()->project(~[x:p|round($p.fN->toOne(), 2)])	Float	1	SELECT ROUND_EVEN(t0.F_N, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.length	null	t::D.all()->project(~[x:p|$p.sN->toOne()->length()])	Integer	1	SELECT length(CAST(t0.S_N AS VARCHAR)) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.toUpper	null	t::D.all()->project(~[x:p|$p.sN->toOne()->toUpper()])	String	1	SELECT upper(t0.S_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.toLower	null	t::D.all()->project(~[x:p|$p.sN->toOne()->toLower()])	String	1	SELECT lower(t0.S_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.trim	null	t::D.all()->project(~[x:p|$p.sN->toOne()->trim()])	String	1	SELECT trim(t0.S_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.ltrim	null	t::D.all()->project(~[x:p|$p.sN->toOne()->ltrim()])	String	1	SELECT ltrim(t0.S_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.rtrim	null	t::D.all()->project(~[x:p|$p.sN->toOne()->rtrim()])	String	1	SELECT rtrim(t0.S_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.reverseString	null	t::D.all()->project(~[x:p|$p.sN->toOne()->reverseString()])	String	1	SELECT reverse(t0.S_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.ascii	null	t::D.all()->project(~[x:p|$p.sN->toOne()->ascii()])	Integer	1	SELECT ascii(t0.S_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.encodeBase64	null	t::D.all()->project(~[x:p|$p.sN->toOne()->encodeBase64()])	String	1	SELECT to_base64(CAST(t0.S_N AS BLOB)) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.decodeBase64	null	t::D.all()->project(~[x:p|$p.sN->toOne()->decodeBase64()])	String	1	SELECT CAST(from_base64(concat(t0.S_N, repeat('=', MOD(MOD(4 - MOD(MOD(length(CAST(t0.S_N AS VARCHAR)), 4) + 4, 4), 4) + 4, 4)))) AS VARCHAR) AS x FROM T_D AS t0	String		OK	OK
ns.toUpperFirstCharacter	null	t::D.all()->project(~[x:p|$p.sN->toOne()->toUpperFirstCharacter()])	String	1	SELECT upper(substr(t0.S_N, 1, 1)) || substr(t0.S_N, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.toLowerFirstCharacter	null	t::D.all()->project(~[x:p|$p.sN->toOne()->toLowerFirstCharacter()])	String	1	SELECT lower(substr(t0.S_N, 1, 1)) || substr(t0.S_N, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.parseInteger	null	t::D.all()->project(~[x:p|$p.sN->toOne()->parseInteger()])	Integer	1	SELECT CAST(t0.S_N AS BIGINT) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.parseFloat	null	t::D.all()->project(~[x:p|$p.sN->toOne()->parseFloat()])	Float	1	SELECT CAST(t0.S_N AS DOUBLE) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.parseDecimal	null	t::D.all()->project(~[x:p|$p.sN->toOne()->parseDecimal()])	Decimal(38,18)	1	SELECT CAST(rtrim(t0.S_N, 'dD') AS DECIMAL(5, 2)) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.parseBoolean	null	t::D.all()->project(~[x:p|$p.sN->toOne()->parseBoolean()])	Boolean	1	SELECT CAST(t0.S_N AS BOOLEAN) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.parseDate	null	t::D.all()->project(~[x:p|$p.sN->toOne()->parseDate()])	Date	1	SELECT CAST(t0.S_N AS TIMESTAMP) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.toString	null	t::D.all()->project(~[x:p|$p.sN->toOne()->toString()])	String	1	SELECT CAST(t0.S_N AS VARCHAR) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.toRepresentation	null	t::D.all()->project(~[x:p|$p.sN->toOne()->toRepresentation()])	String	1	SELECT concat('''', replace(replace(replace(CAST(t0.S_N AS VARCHAR), '\', '\\'), '''', '\'''), ' ', '\n'), '''') AS x FROM T_D AS t0	String	''	OK	OK
ns.indexOf	null	t::D.all()->project(~[x:p|$p.sN->toOne()->indexOf('a')])	Integer	1	SELECT strpos(t0.S_N, 'a') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.indexOf3	null	t::D.all()->project(~[x:p|$p.sN->toOne()->indexOf('a', 1)])	Integer	1	SELECT CASE WHEN strpos(substr(t0.S_N, 1), 'a') > 0 THEN strpos(substr(t0.S_N, 1), 'a') + 1 - 1 ELSE 0 END AS x FROM T_D AS t0	Long	0	OK	OK
ns.substring	null	t::D.all()->project(~[x:p|$p.sN->toOne()->substring(1)])	String	1	SELECT substr(t0.S_N, 1) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.substring3	null	t::D.all()->project(~[x:p|$p.sN->toOne()->substring(1,2)])	String	1	SELECT substr(t0.S_N, 1, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.replace	null	t::D.all()->project(~[x:p|$p.sN->toOne()->replace('a','b')])	String	1	SELECT replace(t0.S_N, 'a', 'b') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.split	null	t::D.all()->project(~[x:p|$p.sN->toOne()->split(',')])	String	0..1	SELECT string_split(t0.S_N, ',') AS x FROM T_D AS t0	null	null	OK	OK(empty)
ns.splitPart	null	t::D.all()->project(~[x:p|$p.sN->toOne()->splitPart(',',1)])	String	0..1	SELECT split_part(t0.S_N, ',', 2) AS x FROM T_D AS t0	null	null	OK	OK(empty)
ns.startsWith	null	t::D.all()->project(~[x:p|$p.sN->toOne()->startsWith('a')])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND starts_with(t0.S_N, 'a')) AS x FROM T_D AS t0	Boolean	false	OK	OK
ns.endsWith	null	t::D.all()->project(~[x:p|$p.sN->toOne()->endsWith('a')])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND ends_with(t0.S_N, 'a')) AS x FROM T_D AS t0	Boolean	false	OK	OK
ns.contains	null	t::D.all()->project(~[x:p|$p.sN->toOne()->contains('a')])	Boolean	1	SELECT (t0.S_N IS NOT NULL AND strpos(t0.S_N, 'a') > 0) AS x FROM T_D AS t0	Boolean	false	OK	OK
ns.matches	null	t::D.all()->project(~[x:p|$p.sN->toOne()->matches('a')])	Boolean	1	SELECT regexp_full_match(t0.S_N, 'a') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.lpad	null	t::D.all()->project(~[x:p|$p.sN->toOne()->lpad(5)])	String	1	SELECT lpad(t0.S_N, 5, ' ') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.rpad	null	t::D.all()->project(~[x:p|$p.sN->toOne()->rpad(5)])	String	1	SELECT rpad(t0.S_N, 5, ' ') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.left	null	t::D.all()->project(~[x:p|$p.sN->toOne()->left(2)])	String	1	SELECT left(t0.S_N, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.right	null	t::D.all()->project(~[x:p|$p.sN->toOne()->right(2)])	String	1	SELECT right(t0.S_N, 2) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.chunk	null	t::D.all()->project(~[x:p|$p.sN->toOne()->chunk(2)])	String	0..1	SELECT regexp_extract_all(t0.S_N, concat('.{1,', CAST(2 AS VARCHAR), '}')) AS x FROM T_D AS t0	null	null	OK	OK(empty)
ns.repeatString	null	t::D.all()->project(~[x:p|$p.sN->toOne()->repeatString(2)])	String	0..1	SELECT repeat(t0.S_N, 2) AS x FROM T_D AS t0	null	null	OK	OK(empty)
ns.plus	null	t::D.all()->project(~[x:p|$p.sN->toOne() + 'a'])	String	1	SELECT concat(t0.S_N, 'a') AS x FROM T_D AS t0	String	a	OK	OK
ns.hash	null	t::D.all()->project(~[x:p|$p.sN->toOne()->hash(meta::pure::functions::hash::HashType.MD5)])	String	1	SELECT md5(t0.S_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.leven	null	t::D.all()->project(~[x:p|levenshteinDistance($p.sN->toOne(),'a')])	Integer	1	SELECT levenshtein(t0.S_N, 'a') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.jaro	null	t::D.all()->project(~[x:p|jaroWinklerSimilarity($p.sN->toOne(),'a')])	Float	1	SELECT jaro_winkler_similarity(t0.S_N, 'a') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.format	null	t::D.all()->project(~[x:p|format($p.sN->toOne(), [])])	String	1	SELECT printf(t0.S_N, NULL) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.regexpCount	null	t::D.all()->project(~[x:p|regexpCount($p.sN->toOne(),'a')])	Integer	1	SELECT len(regexp_extract_all(t0.S_N, 'a', 0)) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.regexpLike	null	t::D.all()->project(~[x:p|regexpLike($p.sN->toOne(),'a')])	Boolean	1	SELECT regexp_matches(t0.S_N, 'a') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.regexpReplace	null	t::D.all()->project(~[x:p|regexpReplace($p.sN->toOne(),'a','b',true)])	String	1	SELECT regexp_replace(t0.S_N, 'a', 'b', 'g') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ns.regexpIndexOf	null	t::D.all()->project(~[x:p|regexpIndexOf($p.sN->toOne(),'a')])	Integer	1	SELECT CASE WHEN list_extract(regexp_extract_all(t0.S_N, 'a', 0), 1) IS NULL OR regexp_extract(t0.S_N, '(?s)^((?:.*?))(?:a)', 1) IS NULL THEN -1 ELSE length(CAST(regexp_extract(t0.S_N, '(?s)^((?:.*?))(?:a)', 1) AS VARCHAR)) END AS x FROM T_D AS t0	Long	-1	OK	OK
ns.regexpExtract	null	t::D.all()->project(~[x:p|regexpExtract($p.sN->toOne(),'a',false)])	String	0..1	SELECT array_slice(regexp_extract_all(t0.S_N, 'a', 0), 1, 1) AS x FROM T_D AS t0	null	null	OK	OK(empty)
ns.isNumeric	null	t::D.all()->project(~[x:p|meta::legend::lite::isNumeric($p.sN->toOne())])	Boolean	0..1	SELECT lower(t0.S_N) = upper(t0.S_N) AS x FROM T_D AS t0	null	null	OK	OK(empty)
nd.year	null	t::D.all()->project(~[x:p|$p.dN->toOne()->year()])	Integer	1	SELECT date_part('year', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.monthNumber	null	t::D.all()->project(~[x:p|$p.dN->toOne()->monthNumber()])	Integer	1	SELECT date_part('month', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.dayOfMonth	null	t::D.all()->project(~[x:p|$p.dN->toOne()->dayOfMonth()])	Integer	1	SELECT date_part('day', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.dayOfYear	null	t::D.all()->project(~[x:p|$p.dN->toOne()->dayOfYear()])	Integer	1	SELECT date_part('doy', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.weekOfYear	null	t::D.all()->project(~[x:p|$p.dN->toOne()->weekOfYear()])	Integer	1	SELECT date_part('week', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.quarterNumber	null	t::D.all()->project(~[x:p|$p.dN->toOne()->quarterNumber()])	Integer	1	SELECT date_part('quarter', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.dayOfWeekNumber	null	t::D.all()->project(~[x:p|$p.dN->toOne()->dayOfWeekNumber()])	Integer	1	SELECT date_part('isodow', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.toEpochValue	null	t::D.all()->project(~[x:p|$p.dN->toOne()->toEpochValue()])	Integer	1	SELECT ((epoch_ms(t0.D_N) - epoch_ms(TIMESTAMP '1970-01-01 00:00:00')) // 1000) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.month	null	t::D.all()->project(~[x:p|$p.dN->toOne()->month()])	meta::pure::functions::date::Month	1	SELECT strftime(t0.D_N, '%B') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.quarter	null	t::D.all()->project(~[x:p|$p.dN->toOne()->quarter()])	meta::pure::functions::date::Quarter	1	SELECT date_part('quarter', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.dayOfWeek	null	t::D.all()->project(~[x:p|$p.dN->toOne()->dayOfWeek()])	meta::pure::functions::date::DayOfWeek	1	SELECT strftime(t0.D_N, '%A') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.datePart	null	t::D.all()->project(~[x:p|$p.dN->toOne()->datePart()])	StrictDate	1	SELECT CAST(t0.D_N AS DATE) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.firstDayOfMonth	null	t::D.all()->project(~[x:p|$p.dN->toOne()->firstDayOfMonth()])	Date	1	SELECT date_trunc('month', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.firstDayOfQuarter	null	t::D.all()->project(~[x:p|$p.dN->toOne()->firstDayOfQuarter()])	StrictDate	1	SELECT date_trunc('quarter', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.firstDayOfWeek	null	t::D.all()->project(~[x:p|$p.dN->toOne()->firstDayOfWeek()])	Date	1	SELECT date_trunc('week', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.firstDayOfYear	null	t::D.all()->project(~[x:p|$p.dN->toOne()->firstDayOfYear()])	Date	1	SELECT date_trunc('year', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.firstHourOfDay	null	t::D.all()->project(~[x:p|$p.dN->toOne()->firstHourOfDay()])	DateTime	1	SELECT date_trunc('day', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.firstMinuteOfHour	null	t::D.all()->project(~[x:p|$p.dN->toOne()->firstMinuteOfHour()])	DateTime	1	SELECT date_trunc('hour', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.firstSecondOfMinute	null	t::D.all()->project(~[x:p|$p.dN->toOne()->firstSecondOfMinute()])	DateTime	1	SELECT date_trunc('minute', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.firstMillisecondOfSecond	null	t::D.all()->project(~[x:p|$p.dN->toOne()->firstMillisecondOfSecond()])	DateTime	1	SELECT date_trunc('second', t0.D_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.hasDay	null	t::D.all()->project(~[x:p|$p.dN->toOne()->hasDay()])	Boolean	1	SELECT 1 AS x FROM T_D AS t0	Integer	1	OK	DIVERGENCE:class
nd.hasHour	null	t::D.all()->project(~[x:p|$p.dN->toOne()->hasHour()])	Boolean	1	SELECT 0 AS x FROM T_D AS t0	Integer	0	OK	DIVERGENCE:class
nd.hasMinute	null	t::D.all()->project(~[x:p|$p.dN->toOne()->hasMinute()])	Boolean	1	SELECT 0 AS x FROM T_D AS t0	Integer	0	OK	DIVERGENCE:class
nd.hasMonth	null	t::D.all()->project(~[x:p|$p.dN->toOne()->hasMonth()])	Boolean	1	SELECT 1 AS x FROM T_D AS t0	Integer	1	OK	DIVERGENCE:class
nd.hasSecond	null	t::D.all()->project(~[x:p|$p.dN->toOne()->hasSecond()])	Boolean	1	SELECT 0 AS x FROM T_D AS t0	Integer	0	OK	DIVERGENCE:class
nd.hasSubsecond	null	t::D.all()->project(~[x:p|$p.dN->toOne()->hasSubsecond()])	Boolean	1	SELECT 0 AS x FROM T_D AS t0	Integer	0	OK	DIVERGENCE:class
nd.toString	null	t::D.all()->project(~[x:p|$p.dN->toOne()->toString()])	String	1	SELECT CAST(t0.D_N AS VARCHAR) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.hour	null	t::D.all()->project(~[x:p|$p.dtN->toOne()->hour()])	Integer	1	SELECT date_part('hour', t0.DT_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.minute	null	t::D.all()->project(~[x:p|$p.dtN->toOne()->minute()])	Integer	1	SELECT date_part('minute', t0.DT_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.second	null	t::D.all()->project(~[x:p|$p.dtN->toOne()->second()])	Integer	1	SELECT date_part('second', t0.DT_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.adjust	null	t::D.all()->project(~[x:p|$p.dN->toOne()->adjust(1, meta::pure::functions::date::DurationUnit.DAYS)])	Date	1	SELECT CAST(t0.D_N + to_days(1) AS DATE) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.dateDiff	null	t::D.all()->project(~[x:p|dateDiff($p.dN->toOne(), %2024-01-01, meta::pure::functions::date::DurationUnit.DAYS)])	Integer	1	SELECT date_diff('day', t0.D_N, DATE '2024-01-01') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.mostRecent	null	t::D.all()->project(~[x:p|$p.dN->toOne()->mostRecentDayOfWeek(meta::pure::functions::date::DayOfWeek.Monday)])	Date	1	SELECT t0.D_N + to_days(CASE WHEN 1 - date_part('isodow', t0.D_N) > 0 THEN 1 - date_part('isodow', t0.D_N) - 7 ELSE 1 - date_part('isodow', t0.D_N) END) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.previous	null	t::D.all()->project(~[x:p|$p.dN->toOne()->previousDayOfWeek(meta::pure::functions::date::DayOfWeek.Monday)])	Date	1	SELECT t0.D_N + to_days(CASE WHEN 1 - date_part('isodow', t0.D_N) >= 0 THEN 1 - date_part('isodow', t0.D_N) - 7 ELSE 1 - date_part('isodow', t0.D_N) END) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.timeBucket	null	t::D.all()->project(~[x:p|timeBucket($p.dN->toOne(), 2, meta::pure::functions::date::DurationUnit.DAYS)])	StrictDate	1	SELECT CAST(time_bucket(to_days(2), t0.D_N, TIMESTAMP '1970-01-01 00:00:00') AS DATE) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.formatDate	null	t::D.all()->project(~[x:p|formatDate($p.dN->toOne(), meta::pure::functions::date::StrictDateFormat.ISO8601)])	String	1	SELECT strftime(t0.D_N, '%Y-%m-%d') AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.isAfterDay	null	t::D.all()->project(~[x:p|isAfterDay($p.dN->toOne(), %2024-01-01)])	Boolean	1	SELECT CAST(t0.D_N AS DATE) > CAST(DATE '2024-01-01' AS DATE) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.isOnDay	null	t::D.all()->project(~[x:p|isOnDay($p.dN->toOne(), %2024-01-01)])	Boolean	1	SELECT CAST(t0.D_N AS DATE) = CAST(DATE '2024-01-01' AS DATE) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.max2	null	t::D.all()->project(~[x:p|max($p.dN->toOne(), %2024-01-01)])	StrictDate	1	SELECT greatest(t0.D_N, DATE '2024-01-01') AS x FROM T_D AS t0	StrictDate	2024-01-01	OK	OK
nd.min2	null	t::D.all()->project(~[x:p|min($p.dN->toOne(), %2024-01-01)])	StrictDate	1	SELECT least(t0.D_N, DATE '2024-01-01') AS x FROM T_D AS t0	StrictDate	2024-01-01	OK	OK
nd.fromEpoch	null	t::D.all()->project(~[x:p|fromEpochValue($p.iN->toOne())])	Date	1	SELECT TIMESTAMP '1970-01-01 00:00:00' + to_seconds(t0.I_N) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nd.dateCtor	null	t::D.all()->project(~[x:p|date($p.iN->toOne(),1,1)])	StrictDate	1	SELECT make_date(t0.I_N, 1, 1) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nbo.not	null	t::D.all()->project(~[x:p|not($p.bN->toOne())])	Boolean	1	SELECT NOT t0.B_N AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nbo.and	null	t::D.all()->project(~[x:p|$p.bN->toOne() && true])	Boolean	1	SELECT t0.B_N AND TRUE AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nbo.or	null	t::D.all()->project(~[x:p|$p.bN->toOne() || false])	Boolean	1	SELECT t0.B_N OR FALSE AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nbo.xor	null	t::D.all()->project(~[x:p|meta::pure::functions::boolean::xor($p.bN->toOne(), true)])	Boolean	1	SELECT (t0.B_N AND NOT TRUE) OR (NOT t0.B_N AND TRUE) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nbo.toString	null	t::D.all()->project(~[x:p|$p.bN->toOne()->toString()])	String	1	SELECT CAST(t0.B_N AS VARCHAR) AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nc.eq	null	t::D.all()->project(~[x:p|$p.iN->toOne() == 7])	Boolean	1	SELECT t0.I_N = 7 AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
nc.ne	null	t::D.all()->project(~[x:p|$p.iN->toOne() != 7])	Boolean	1	SELECT (t0.I_N IS DISTINCT FROM 7) AS x FROM T_D AS t0	Boolean	true	OK	OK
nc.lt	null	t::D.all()->project(~[x:p|$p.iN->toOne() < 7])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N < 7) AS x FROM T_D AS t0	Boolean	false	OK	OK
nc.gt	null	t::D.all()->project(~[x:p|$p.iN->toOne() > 7])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N > 7) AS x FROM T_D AS t0	Boolean	false	OK	OK
nc.le	null	t::D.all()->project(~[x:p|$p.iN->toOne() <= 7])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N <= 7) AS x FROM T_D AS t0	Boolean	false	OK	OK
nc.ge	null	t::D.all()->project(~[x:p|$p.iN->toOne() >= 7])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND t0.I_N >= 7) AS x FROM T_D AS t0	Boolean	false	OK	OK
nc.in	null	t::D.all()->project(~[x:p|$p.iN->toOne()->in([1,2])])	Boolean	1	SELECT coalesce(t0.I_N IN (1, 2), FALSE) AS x FROM T_D AS t0	Boolean	false	OK	OK
nc.between	null	t::D.all()->project(~[x:p|meta::pure::functions::boolean::between($p.iN->toOne(),1,10)])	Boolean	1	SELECT (t0.I_N IS NOT NULL AND (t0.I_N >= 1 AND t0.I_N <= 10)) AS x FROM T_D AS t0	Boolean	false	OK	OK
nc.compare	null	t::D.all()->project(~[x:p|meta::pure::functions::lang::compare($p.iN->toOne(),1)])	Integer	1	SELECT CASE WHEN t0.I_N < 1 THEN -1 WHEN t0.I_N > 1 THEN 1 ELSE 0 END AS x FROM T_D AS t0	Integer	0	OK	OK
nc.isDistinct	null	t::D.all()->project(~[x:p|meta::pure::functions::collection::isDistinct($p.iN->toOne(),1)])	Boolean	1	SELECT (t0.I_N IS DISTINCT FROM 1) AS x FROM T_D AS t0	Boolean	true	OK	OK
ncol.joinStrings	null	t::D.all()->project(~[x:p|[$p.sN->toOne(),'a']->joinStrings('-')])	String	1	SELECT coalesce(list_aggregate([t0.S_N, 'a'], 'string_agg', '-'), '') AS x FROM T_D AS t0	String	a	OK	OK
ncol.makeString	null	t::D.all()->project(~[x:p|[$p.iN->toOne(),1]->makeString('-')])	String	1	SELECT coalesce(list_aggregate(list_transform([t0.I_N, 1], x -> coalesce(CAST(x AS VARCHAR), 'TDSNull')), 'string_agg', '-'), '') AS x FROM T_D AS t0	String	TDSNull-1	OK	OK
ncol.size	null	t::D.all()->project(~[x:p|[$p.iN->toOne()]->size()])	Integer	1	SELECT CASE WHEN t0.I_N IS NULL THEN 0 ELSE 1 END AS x FROM T_D AS t0	Integer	0	OK	OK
ncol.first	null	t::D.all()->project(~[x:p|[$p.iN->toOne()]->first()])	Integer	0..1	SELECT t0.I_N AS x FROM T_D AS t0	null	null	OK	OK(empty)
ncol.max	null	t::D.all()->project(~[x:p|[$p.iN->toOne(),1]->max()])	Integer	0..1	SELECT list_max([t0.I_N, 1]) AS x FROM T_D AS t0	Integer	1	OK	OK
ncol.sum	null	t::D.all()->project(~[x:p|[$p.iN->toOne(),1]->sum()])	Integer	1	SELECT list_sum([t0.I_N, 1]) AS x FROM T_D AS t0	BigInteger	1	OK	OK
ncol.at	null	t::D.all()->project(~[x:p|[$p.iN->toOne(),1]->at(0)])	Integer	1	SELECT CASE WHEN 0 >= len([t0.I_N, 1]) OR 0 < 0 THEN error(concat('The system is trying to get an element at offset ', CAST(0 AS VARCHAR), ' where the collection is of size ', CAST(len([t0.I_N, 1]) AS VARCHAR))) ELSE list_extract([t0.I_N, 1], 1) END AS x FROM T_D AS t0	null	null	OK	DIVERGENCE:null-in-[1]
ncol.contains	null	t::D.all()->project(~[x:p|[1,2]->contains($p.iN->toOne())])	Boolean	1	SELECT coalesce(list_contains([1, 2], t0.I_N), FALSE) AS x FROM T_D AS t0	Boolean	false	OK	OK
