test	mode	position	shapes	sql_prefix	census_arms
meta::relational::tests::query::routing::testCompositionInMultiStatementRelationalQuery	default	filter	top-where-pred	select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID) 	exists-material
meta::relational::tests::query::routing::testCompositionInProject	default	other	plain-join	select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID)	exists-material
meta::relational::tests::query::routing::testCompositionInProjectAndNestedFilter	default	other	top-where-pred	select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID) 	exists-material
meta::relational::tests::query::routing::testCompositionInUnion	default	project	top-where-pred	select "unionalias_0"."firstName" as "firstName" from (select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "	exists-material
meta::relational::tests::query::routing::testEvalFunctionAsVariable	default	other	plain-join	select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID)	exists-material
meta::relational::tests::query::routing::testEvalFunctionOutputFromFunctionCall	default	other	plain-join	select count("persontable_0".FIRSTNAME) from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID)	correlated-count-reducer|exists-material
meta::relational::tests::query::routing::testEvalWithMultipleExpressions	default	other	plain-join	with t as (select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_	correlated-count-reducer|exists-material
meta::relational::tests::query::routing::testEvalWithMultipleExpressionsWithFunctionAsVariable	default	other	plain-join	with t as (select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_	correlated-count-reducer|exists-material
meta::relational::tests::query::routing::testSimpleEval	default	other	plain-join	select "persontable_0".FIRSTNAME as "firstName" from firmTable as "root" left outer join personTable as "persontable_0" on ("root".ID = "persontable_0".FIRMID)	exists-material
meta::relational::tests::query::simple::testDistinctSize	default	other	single-table	select count(*) from (select distinct "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable 	correlated-count-reducer
meta::relational::tests::query::simple::testSize	default	other	single-table	select count(*) from personTable as "root"	correlated-count-reducer
meta::relational::tests::query::sort::testSortByLambdaAndGraphFetchDeep	default	other	no-sql-golden		exists-material
meta::relational::tests::query::sort::testSortByLambdaDeepOptional	default	map	plain-join	select "root".ID as "pk_0", "root".FIRSTNAME as "firstName", "root".AGE as "age", "root".LASTNAME as "lastName" from personTable as "root" left outer join addre	exists-material
meta::relational::tests::query::view::testViewPropertyFilterWithPrimaryKey	default	filter+project	filtered-subselect-join+top-where-pred	select "dept_2".name as "Category" from (select "root".OrgId as OrgId, "root".name as name from (select "root".OrgId as OrgId, "root".name as name from Org as "	correlated-count-reducer
meta::relational::tests::query::view::testViewSimpleExists	default	filter	filtered-subselect-join+top-where-pred	select "root".ID as "pk_0", "root".ID as "id", "root".quantity as "quantity", "root".orderDate as "date", "root".settlementDateTime as "settlementDateTime" from	exists-join-form-dedup|exists-material
meta::relational::tests::tds::distinct::testSimpleDistinct	default	project	no-sql-golden		exists-material
meta::relational::tests::tds::distinct::testSimpleDistinctGroupBy	default	project+groupBy	no-sql-golden		exists-material
meta::relational::tests::tds::distinct::testSimpleDistinctWithFilter	default	filter+project	no-sql-golden		exists-material
meta::relational::tests::tds::distinct::testSimpleDistinctWithTake	default	project	no-sql-golden		exists-material
meta::relational::tests::tds::groupBy::GroupByWithIfInMap	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", sum(case when "root".quantity > 2.0 then "root".quantity else ((1.0 * "root".quantity) / 2) end) as "sum" from trade	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::GroupByWithIfInMap	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", sum(case when "root".quantity > cast(2.0 as float) then "root".quantity else (1.0 * "root".quantity) / 2 end) as "su	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::GroupByWithMapFnColumns	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", sum("root".quantity * "root".quantity) as "sum" from tradeTable as "root" left outer join productSchema.productTable	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::GroupByWithMapFnConstant	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", sum("root".quantity * 3) as "sum" from tradeTable as "root" left outer join productSchema.productTable as "productta	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::groupByAfterASortOnColumnInGroupBy	default	filter+project+groupBy	plain-join	select "root".LEGALNAME as "legalName", listagg("persontable_0".LASTNAME, '*') as "lastNames" from firmTable as "root" left outer join personTable as "persontab	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::groupByAfterASortOnColumnNotInGroupBy	default	filter+project+groupBy	plain-join	select "firmtable_0"."legalName" as "legalName", listagg("lastName", '*') as "lastNames" from (select "root".LEGALNAME as "legalName", "persontable_0".LASTNAME 	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::groupByAfterConcatenate	default	filter+project+groupBy	plain-join	select "unionalias_0"."legalName" as "legalName", count(distinct("lastName")) as "lastNamesCount" from (select distinct "unionalias_1"."legalName" as "legalName	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleFilterWithGroupByWithDistinct	default	filter+project	single-table	select "tradetable_0"."quantity" as "quantity", count("quantity") as "qty" from (select distinct "root".quantity as "quantity" from tradeTable as "root" where "	correlated-count-reducer
meta::relational::tests::tds::groupBy::simpleGroupByAggFuncAsLambdaWithTake	default	project+groupBy	plain-join	select top 100 "producttable_0".NAME as "prodName", sum("root".quantity) as "sum" from tradeTable as "root" left outer join productSchema.productTable as "produ	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupByAnd	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", bool_and("root".quantity > 20) as "and" from tradeTable as "root" left outer join productSchema.productTable as "pro	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupByAverage	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", avg(1.0 * "root".quantity) as "avg" from tradeTable as "root" left outer join productSchema.productTable as "product	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupByMax	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", max("root".quantity) as "max" from tradeTable as "root" left outer join productSchema.productTable as "producttable_	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupByMin	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", min("root".quantity) as "min" from tradeTable as "root" left outer join productSchema.productTable as "producttable_	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupByOr	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", bool_or("root".quantity > 50) as "or" from tradeTable as "root" left outer join productSchema.productTable as "produ	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupBySum	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", sum("root".quantity) as "sum" from tradeTable as "root" left outer join productSchema.productTable as "producttable_	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupByTwo	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", count(*) as "count", sum("root".quantity) as "sum" from tradeTable as "root" left outer join productSchema.productTa	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupByWithAssociationWithJoinStrings	default	filter+project+groupBy	plain-join	select "root".LEGALNAME as "legalName", listagg("persontable_0".LASTNAME, '*') as "lastNames" from firmTable as "root" left outer join personTable as "persontab	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupByWithJoinStrings	default	filter+project+groupBy	single-table	select "root".FIRSTNAME as "firstName", listagg("root".LASTNAME, '*') as "lastNames" from personTable as "root" group by "firstName"	correlated-count-reducer
meta::relational::tests::tds::groupBy::simpleGroupConstantAggregates	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", sum(1) as "sum", count(*) as "count" from tradeTable as "root" left outer join productSchema.productTable as "produc	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupCount	default	project+groupBy	plain-join	select "producttable_0".NAME as "prodName", count(*) as "cnt" from tradeTable as "root" left outer join productSchema.productTable as "producttable_0" on ("root	correlated-count-reducer|exists-material
meta::relational::tests::tds::groupBy::simpleGroupDistinctCount	default	project+groupBy	plain-join	select concat("persontable_0".FIRSTNAME, ' ', "persontable_0".LASTNAME) as "sourceName", count(distinct("root".ID)) as "count" from interactionTable as "root" l	exists-material
meta::relational::tests::tds::groupBy::simpleGroupDistinctCountWithExtendedPrimitives	default	project+groupBy	plain-join	select concat("persontable_0".FIRSTNAME, ' ', "persontable_0".LASTNAME) as "sourceName", count(distinct("root".ID)) as "count" from interactionTable as "root" l	exists-material
meta::relational::tests::tds::groupBy::testGroupByWithMultipleWavgAggregation	default	map+project+groupBy	single-table	select dateadd(day, 1, "root".tradeDate) as "tradeDate", count("root".ID) as "ID count", (1.0 * sum("root".quantity * "root".weight)) / sum("root".weight) as "T	correlated-count-reducer
